municipio,vul_car_pob,NOM_MUN,NOM_LOC,PCON_LIMI,PHOG_IND,P5_HLI_NHE,PCON_DISC,VPH_PISODT,VPH_S_ELEC
Santo Domingo Tonalá,"2,327",Santo Domingo Tonalá,Total del Municipio,1257,2500,318,922,1887,30
Santo Domingo Tonaltepec,0,Santo Domingo Tonaltepec,Total del Municipio,43,43,0,25,69,2
Santo Domingo Xagacía,94,Santo Domingo Xagacía,Total del Municipio,116,1202,72,98,262,10
Santo Domingo Yanhuitlán,609,Santo Domingo Yanhuitlán,Total del Municipio,336,107,0,135,454,3
Santo Domingo Yodohino,7,Santo Domingo Yodohino,Total del Municipio,46,0,0,13,81,0
Santo Domingo Zanatepec,"3,629",Santo Domingo Zanatepec,Total del Municipio,1754,497,0,950,3586,48
Santos Reyes Nopala,"3,680",Santos Reyes Nopala,Total del Municipio,1509,10795,981,866,3786,143
Santos Reyes Pápalo,37,Santos Reyes Pápalo,Total del Municipio,162,2479,58,95,511,5
Santos Reyes Tepejillo,73,Santos Reyes Tepejillo,Total del Municipio,192,893,120,135,268,2
Santos Reyes Yucuná,30,Santos Reyes Yucuná,Total del Municipio,160,1446,245,98,229,3
Santo Tomás Jalieza,988,Santo Tomás Jalieza,Total del Municipio,412,1233,4,266,818,18
Santo Tomás Mazaltepec,270,Santo Tomás Mazaltepec,Total del Municipio,403,2202,7,163,603,8
Santo Tomás Ocotepec,106,Santo Tomás Ocotepec,Total del Municipio,460,4019,223,278,800,38
Santo Tomás Tamazulapan,838,Santo Tomás Tamazulapan,Total del Municipio,336,591,14,192,677,18
San Vicente Coatlán,134,San Vicente Coatlán,Total del Municipio,698,3330,578,271,678,13
San Vicente Lachixío,80,San Vicente Lachixío,Total del Municipio,416,3210,274,137,596,11
San Vicente Nuñú,96,San Vicente Nuñú,Total del Municipio,90,7,0,55,142,1
Silacayoápam,"1,139",Silacayoápam,Total del Municipio,1241,1628,132,721,1722,24
Sitio de Xitlapehua,147,Sitio de Xitlapehua,Total del Municipio,83,26,0,94,189,1
Soledad Etla,"1,787",Soledad Etla,Total del Municipio,803,453,2,298,1585,65
Villa de Tamazulápam del Progreso,"1,415",Villa de Tamazulápam del Progreso,Total del Municipio,1305,430,0,345,1991,48
Tanetze de Zaragoza,206,Tanetze de Zaragoza,Total del Municipio,208,1498,34,125,379,2
Taniche,179,Taniche,Total del Municipio,194,16,0,65,234,4
Tataltepec de Valdés,250,Tataltepec de Valdés,Total del Municipio,684,4858,53,384,1427,102
Teococuilco de Marcos Pérez,126,Teococuilco de Marcos Pérez,Total del Municipio,170,992,6,116,208,2
Teotitlán de Flores Magón,"2,095",Teotitlán de Flores Magón,Total del Municipio,1321,3294,28,425,2456,47
Teotitlán del Valle,"1,283",Teotitlán del Valle,Total del Municipio,1205,5418,166,436,1254,6
Teotongo,339,Teotongo,Total del Municipio,175,32,0,86,295,4
Tepelmeme Villa de Morelos,209,Tepelmeme Villa de Morelos,Total del Municipio,384,64,0,234,534,44
Tezoatlán de Segura y Luna,"2,650",,,,,,,,
San Jerónimo Tlacochahuaya,"1,672",San Jerónimo Tlacochahuaya,Total del Municipio,1117,4278,17,533,1387,32
Tlacolula de Matamoros,"10,380",Tlacolula de Matamoros,Total del Municipio,4772,10659,154,1889,7241,136
Tlacotepec Plumas,24,Tlacotepec Plumas,Total del Municipio,80,4,0,34,128,2
Tlalixtac de Cabrera,"4,839",Tlalixtac de Cabrera,Total del Municipio,1301,2576,7,477,2762,21
Totontepec Villa de Morelos,371,Totontepec Villa de Morelos,Total del Municipio,804,5748,585,528,1224,28
Trinidad Zaachila,953,Trinidad Zaachila,Total del Municipio,345,100,1,181,797,9
La Trinidad Vista Hermosa,56,La Trinidad Vista Hermosa,Total del Municipio,71,14,0,16,87,5
Unión Hidalgo,"5,748",Unión Hidalgo,Total del Municipio,2184,12518,118,1038,4167,39
Valerio Trujano,334,Valerio Trujano,Total del Municipio,291,439,1,129,382,9
San Juan Bautista Valle Nacional,"3,677",San Juan Bautista Valle Nacional,Total del Municipio,3252,16355,716,1570,5528,90
Villa Díaz Ordaz,567,Villa Díaz Ordaz,Total del Municipio,1051,6180,247,511,1411,21
Yaxe,335,Yaxe,Total del Municipio,367,86,1,182,661,35
Magdalena Yodocono de Porfirio Díaz,297,Magdalena Yodocono de Porfirio Díaz,Total del Municipio,287,20,0,108,440,3
Yogana,184,Yogana,Total del Municipio,188,0,0,151,301,8
Yutanduchi de Guerrero,75,Yutanduchi de Guerrero,Total del Municipio,251,1165,17,252,326,8
Villa de Zaachila,"15,821",Villa de Zaachila,Total del Municipio,5373,11480,78,2110,8734,414
San Mateo Yucutindó,265,,,,,,,,
Zapotitlán Lagunas,609,Zapotitlán Lagunas,Total del Municipio,636,37,0,449,731,9
Zapotitlán Palmas,492,Zapotitlán Palmas,Total del Municipio,230,478,2,224,463,9
Santa Inés de Zaragoza,164,Santa Inés de Zaragoza,Total del Municipio,328,822,5,195,453,9
Zimatlán de Álvarez,"5,933",Zimatlán de Álvarez,Total del Municipio,2591,2064,6,1435,4655,92
Acajete,"7,099",Acajete,Total del Municipio,7133,9853,74,3024,14655,218
Acateno,"2,442",Acateno,Total del Municipio,1180,532,0,754,2212,73
Acatlán,"8,589",Acatlán,Total del Municipio,6022,1049,4,3443,9563,85
Acatzingo,"6,789",Acatzingo,Total del Municipio,4768,482,2,2292,12947,130
Acteopan,311,Acteopan,Total del Municipio,393,1455,8,228,732,11
Ahuacatlán,"2,327",Ahuacatlán,Total del Municipio,963,13553,1442,483,2739,34
Ahuatlán,489,Ahuatlán,Total del Municipio,431,158,0,187,759,8
Ahuazotepec,"3,677",Ahuazotepec,Total del Municipio,1458,184,1,618,2798,12
Ahuehuetitla,668,Ahuehuetitla,Total del Municipio,349,29,0,283,596,11
Ajalpan,"11,073",Ajalpan,Total del Municipio,5789,44762,5956,2883,11874,272
Albino Zertuche,426,Albino Zertuche,Total del Municipio,159,58,0,106,483,11
Aljojuca,818,Aljojuca,Total del Municipio,1156,27,0,514,1624,9
Altepexi,"2,681",Altepexi,Total del Municipio,1981,19423,143,917,4420,17
Amixtlán,736,Amixtlán,Total del Municipio,619,4271,307,310,1109,32
Amozoc,"20,393",Amozoc,Total del Municipio,11265,7313,21,3945,30359,137
Aquixtla,"2,140",Aquixtla,Total del Municipio,1355,731,4,608,2255,58
Atempan,"2,718",Atempan,Total del Municipio,1832,18544,92,976,6328,73
Atexcal,831,Atexcal,Total del Municipio,644,104,1,342,1010,19
Atlixco,"34,130",Atlixco,Total del Municipio,15876,9715,55,6764,35933,201
Atoyatempan,643,Atoyatempan,Total del Municipio,741,1610,1,418,1703,5
Atzala,525,Atzala,Total del Municipio,235,19,0,110,375,1
Atzitzihuacán,"1,474",Atzitzihuacán,Total del Municipio,1550,214,0,789,2957,30
Atzitzintla,629,Atzitzintla,Total del Municipio,717,8,0,504,1908,26
Axutla,315,Axutla,Total del Municipio,141,18,0,138,295,4
Ayotoxco de Guerrero,"1,484",Ayotoxco de Guerrero,Total del Municipio,995,3742,44,412,2039,68
Calpan,"2,252",Calpan,Total del Municipio,2232,4308,38,963,3267,23
Caltepec,722,Caltepec,Total del Municipio,921,184,1,596,1085,72
Camocuautla,245,Camocuautla,Total del Municipio,214,2741,355,84,628,14
Caxhuacan,261,Caxhuacan,Total del Municipio,642,3622,329,316,865,25
Coatepec,207,Coatepec,Total del Municipio,90,760,112,24,207,2
Coatzingo,544,Coatzingo,Total del Municipio,407,3,0,283,738,12
Cohetzala,340,Cohetzala,Total del Municipio,191,170,0,163,389,3
Cohuecan,895,Cohuecan,Total del Municipio,613,925,0,285,1202,16
Coronango,"6,354",Coronango,Total del Municipio,3421,1101,6,1171,10941,38
Coxcatlán,"2,199",Coxcatlán,Total del Municipio,2485,9189,280,1202,4266,43
Coyomeapan,627,Coyomeapan,Total del Municipio,1534,14653,1905,606,2894,71
Coyotepec,646,Coyotepec,Total del Municipio,441,188,0,307,721,7
Cuapiaxtla de Madero,"1,507",Cuapiaxtla de Madero,Total del Municipio,733,145,0,311,2236,14
Cuautempan,"1,371",Cuautempan,Total del Municipio,1210,9068,156,692,2499,60
Cuautinchán,"2,320",Cuautinchán,Total del Municipio,1471,645,3,675,2728,64
Cuautlancingo,"18,591",Cuautlancingo,Total del Municipio,10860,4355,10,3724,40568,30
Cuayuca de Andrade,616,Cuayuca de Andrade,Total del Municipio,493,13,0,252,887,13
Cuetzalan del Progreso,"9,529",Cuetzalan del Progreso,Total del Municipio,5628,40036,2370,2230,11337,468
Cuyoaco,"4,016",Cuyoaco,Total del Municipio,1902,672,0,714,3962,38
Chalchicomula de Sesma,"6,445",Chalchicomula de Sesma,Total del Municipio,5635,254,0,2375,11290,54
Chapulco,959,Chapulco,Total del Municipio,892,339,1,434,1776,18
Chiautla,"4,118",Chiautla,Total del Municipio,2141,154,1,1533,5364,65
Chiautzingo,"2,256",Chiautzingo,Total del Municipio,2138,608,2,965,4535,35
Chiconcuautla,979,Chiconcuautla,Total del Municipio,1701,14318,868,842,3014,32
Chichiquila,"2,853",Chichiquila,Total del Municipio,2297,12553,49,1348,4031,65
Chietla,"6,815",Chietla,Total del Municipio,4412,204,0,2592,9497,84
Chigmecatitlán,146,Chigmecatitlán,Total del Municipio,293,1137,62,185,358,3
Chignahuapan,"15,504",Chignahuapan,Total del Municipio,6226,1045,3,2997,16394,172
Chignautla,"5,325",Chignautla,Total del Municipio,3076,10791,47,1207,7309,107
Chila,980,Chila,Total del Municipio,780,65,0,475,1309,23
Chila de la Sal,446,Chila de la Sal,Total del Municipio,222,5,0,155,417,1
Honey,950,Honey,Total del Municipio,741,906,10,345,1610,33
Chilchotla,"1,119",Chilchotla,Total del Municipio,1654,4273,14,938,3997,61
Chinantla,849,Chinantla,Total del Municipio,520,60,0,353,761,21
Domingo Arenas,798,Domingo Arenas,Total del Municipio,725,609,0,276,1690,18
Eloxochitlán,579,Eloxochitlán,Total del Municipio,1226,14320,1780,704,2205,91
Epatlán,"1,679",Epatlán,Total del Municipio,579,150,0,314,1212,9
Esperanza,"1,617",Esperanza,Total del Municipio,1969,62,0,952,3577,24
Francisco Z. Mena,"5,293",Francisco Z. Mena,Total del Municipio,2640,3043,21,1089,4349,100
General Felipe Ángeles,"2,427",General Felipe Ángeles,Total del Municipio,2172,189,0,977,5061,31
Guadalupe,"1,917",Guadalupe,Total del Municipio,897,47,0,716,1778,19
Guadalupe Victoria,"2,759",Guadalupe Victoria,Total del Municipio,2831,376,0,1390,4487,37
Hermenegildo Galeana,"1,050",Hermenegildo Galeana,Total del Municipio,611,5794,507,498,1687,30
Huaquechula,"6,082",Huaquechula,Total del Municipio,3321,384,1,1690,6687,70
Huatlatlauca,979,Huatlatlauca,Total del Municipio,1140,5202,128,721,1712,26
Huauchinango,"15,794",Huauchinango,Total del Municipio,9424,35434,406,4223,25242,120
Huehuetla,"2,252",Huehuetla,Total del Municipio,1726,16055,2937,834,3453,174
Huehuetlán el Chico,859,Huehuetlán el Chico,Total del Municipio,1027,41,0,564,2417,55
Huejotzingo,"26,047",Huejotzingo,Total del Municipio,10230,3576,10,3571,21491,63
Hueyapan,955,Hueyapan,Total del Municipio,1041,12492,196,421,2743,33
Hueytamalco,"5,323",Hueytamalco,Total del Municipio,2770,3933,14,1240,6758,194
Hueytlalpan,518,Hueytlalpan,Total del Municipio,526,5668,572,236,1200,96
Huitzilan de Serdán,"1,149",Huitzilan de Serdán,Total del Municipio,731,13545,898,464,3348,85
Huitziltepec,"1,444",Huitziltepec,Total del Municipio,645,147,0,436,1493,13
Atlequizayan,297,Atlequizayan,Total del Municipio,243,2607,540,151,646,10
Ixcamilpa de Guerrero,806,Ixcamilpa de Guerrero,Total del Municipio,545,215,1,325,997,25
Ixcaquixtla,"2,044",Ixcaquixtla,Total del Municipio,1146,206,0,597,2269,25
Ixtacamaxtitlán,"6,091",Ixtacamaxtitlán,Total del Municipio,3674,5366,17,1882,5824,135
Ixtepec,433,Ixtepec,Total del Municipio,613,6834,1081,203,1467,76
Izúcar de Matamoros,"13,873",Izúcar de Matamoros,Total del Municipio,11918,1364,8,6157,20570,118
Jalpan,"3,928",Jalpan,Total del Municipio,1467,2738,9,742,2765,98
Jolalpan,"1,611",Jolalpan,Total del Municipio,1645,1352,14,705,2781,82
Jonotla,752,Jonotla,Total del Municipio,595,3406,105,248,1168,40
Jopala,"1,857",Jopala,Total del Municipio,1316,9120,392,771,2838,39
Juan C. Bonilla,"3,814",Juan C. Bonilla,Total del Municipio,2067,653,2,817,5685,17
Juan Galindo,"1,602",Juan Galindo,Total del Municipio,1105,2306,39,527,2702,2
Juan N. Méndez,"1,008",Juan N. Méndez,Total del Municipio,809,159,1,394,1362,19
Lafragua,791,Lafragua,Total del Municipio,907,171,1,564,1839,11
Libres,"7,825",Libres,Total del Municipio,4016,1621,3,1773,8653,75
La Magdalena Tlatlauquitepec,66,La Magdalena Tlatlauquitepec,Total del Municipio,66,32,0,25,165,0
Mazapiltepec de Juárez,801,Mazapiltepec de Juárez,Total del Municipio,374,28,0,208,759,7
Mixtla,879,Mixtla,Total del Municipio,310,289,2,107,588,6
Molcaxac,"1,605",Molcaxac,Total del Municipio,667,834,3,396,1747,27
Cañada Morelos,"2,704",Cañada Morelos,Total del Municipio,2486,204,1,1552,5008,56
Naupan,921,Naupan,Total del Municipio,1477,9152,269,811,1998,23
Nauzontla,708,Nauzontla,Total del Municipio,459,1191,1,227,943,20
Nealtican,"1,933",Nealtican,Total del Municipio,1127,2712,4,430,3029,13
Nicolás Bravo,"1,123",Nicolás Bravo,Total del Municipio,773,192,1,374,1418,32
Nopalucan,"4,354",Nopalucan,Total del Municipio,2393,207,0,992,7042,55
Ocotepec,"1,324",Ocotepec,Total del Municipio,786,400,0,365,1289,25
Ocoyucan,"9,258",Ocoyucan,Total del Municipio,2875,2962,15,1184,10411,43
Olintla,"1,048",Olintla,Total del Municipio,1156,11795,2163,580,2332,133
Oriental,"3,097",Oriental,Total del Municipio,2967,283,0,1180,4619,37
Pahuatlán,"2,605",Pahuatlán,Total del Municipio,2342,11316,757,1232,4736,122
Palmar de Bravo,"6,167",Palmar de Bravo,Total del Municipio,3820,284,2,2120,11518,160
Pantepec,"3,194",Pantepec,Total del Municipio,3137,10032,342,1122,4410,162
Petlalcingo,"1,197",Petlalcingo,Total del Municipio,1527,604,2,1077,2434,31
Piaxtla,"1,246",Piaxtla,Total del Municipio,786,131,2,617,1372,15
Puebla,"358,513",Puebla,Total del Municipio,173326,109912,764,67248,470837,1017
Quecholac,"2,916",Quecholac,Total del Municipio,4027,229,0,2213,12902,112
Quimixtlán,"2,784",Quimixtlán,Total del Municipio,2093,1591,4,1041,4228,40
Rafael Lara Grajales,"2,290",Rafael Lara Grajales,Total del Municipio,1435,98,0,614,3637,10
Los Reyes de Juárez,"2,897",Los Reyes de Juárez,Total del Municipio,2175,170,0,1048,6177,44
San Andrés Cholula,"43,344",San Andrés Cholula,Total del Municipio,14006,9628,42,4566,43660,31
San Antonio Cañada,675,San Antonio Cañada,Total del Municipio,523,3344,14,304,1242,35
San Diego la Mesa Tochimiltzingo,237,San Diego la Mesa Tochimiltzingo,Total del Municipio,158,20,0,85,352,1
San Felipe Teotlalcingo,"1,324",San Felipe Teotlalcingo,Total del Municipio,937,268,0,410,2389,16
San Felipe Tepatlán,553,San Felipe Tepatlán,Total del Municipio,521,3264,125,244,799,28
San Gabriel Chilac,"1,793",San Gabriel Chilac,Total del Municipio,1707,12359,160,885,3358,24
San Gregorio Atzompa,"2,453",San Gregorio Atzompa,Total del Municipio,1021,107,1,354,2402,1
San Jerónimo Tecuanipan,"1,100",San Jerónimo Tecuanipan,Total del Municipio,888,270,0,227,1390,14
San Jerónimo Xayacatlán,"1,258",San Jerónimo Xayacatlán,Total del Municipio,752,2645,53,491,1096,15
San José Chiapa,"1,662",San José Chiapa,Total del Municipio,830,71,0,377,2469,15
San José Miahuatlán,"1,979",San José Miahuatlán,Total del Municipio,1569,13453,448,743,3105,19
San Juan Atenco,973,San Juan Atenco,Total del Municipio,558,12,0,266,931,7
San Juan Atzompa,119,San Juan Atzompa,Total del Municipio,160,15,0,96,272,0
San Martín Texmelucan,"22,945",San Martín Texmelucan,Total del Municipio,17680,1964,4,6611,36984,64
San Martín Totoltepec,221,San Martín Totoltepec,Total del Municipio,135,84,0,72,181,1
San Matías Tlalancaleca,"4,054",San Matías Tlalancaleca,Total del Municipio,2361,145,0,965,4955,17
San Miguel Ixitlán,95,San Miguel Ixitlán,Total del Municipio,96,15,0,98,172,1
San Miguel Xoxtla,"1,609",San Miguel Xoxtla,Total del Municipio,1489,230,0,516,2806,2
San Nicolás Buenos Aires,951,San Nicolás Buenos Aires,Total del Municipio,1348,83,0,624,2384,22
San Nicolás de los Ranchos,"1,436",San Nicolás de los Ranchos,Total del Municipio,1431,289,1,715,2389,7
San Pablo Anicano,936,San Pablo Anicano,Total del Municipio,564,46,1,423,975,17
San Pedro Cholula,"29,889",San Pedro Cholula,Total del Municipio,13057,3963,10,4873,35772,73
San Pedro Yeloixtlahuaca,"1,069",San Pedro Yeloixtlahuaca,Total del Municipio,587,57,0,373,1010,27
San Salvador el Seco,"3,155",San Salvador el Seco,Total del Municipio,4399,156,0,1849,7131,45
San Salvador el Verde,"5,277",San Salvador el Verde,Total del Municipio,2667,372,0,1109,8127,48
San Salvador Huixcolotla,"2,856",San Salvador Huixcolotla,Total del Municipio,1269,246,0,502,3262,24
San Sebastián Tlacotepec,841,San Sebastián Tlacotepec,Total del Municipio,2030,12912,928,915,2234,162
Santa Catarina Tlaltempan,141,Santa Catarina Tlaltempan,Total del Municipio,164,640,18,106,243,4
Santa Inés Ahuatempan,909,Santa Inés Ahuatempan,Total del Municipio,945,861,3,529,1530,29
Santa Isabel Cholula,"1,938",Santa Isabel Cholula,Total del Municipio,995,465,0,405,2453,21
Santiago Miahuatlán,"4,604",Santiago Miahuatlán,Total del Municipio,2451,5743,41,1175,6275,169
Huehuetlán el Grande,"1,103",Huehuetlán el Grande,Total del Municipio,687,390,5,360,1650,18
Santo Tomás Hueyotlipan,787,Santo Tomás Hueyotlipan,Total del Municipio,770,179,0,408,2143,23
Soltepec,"1,961",Soltepec,Total del Municipio,1343,88,0,553,2843,44
Tecali de Herrera,"4,838",Tecali de Herrera,Total del Municipio,2627,360,1,1035,5766,39
Tecamachalco,"16,941",Tecamachalco,Total del Municipio,6296,685,0,2823,19262,98
Tecomatlán,"1,894",Tecomatlán,Total del Municipio,915,774,2,499,1749,13
Tehuacán,"68,186",Tehuacán,Total del Municipio,41830,66984,418,16134,80437,465
Tehuitzingo,"2,857",Tehuitzingo,Total del Municipio,1844,188,0,906,3190,68
Tenampulco,"1,880",Tenampulco,Total del Municipio,885,2109,6,566,1856,61
Teopantlán,243,Teopantlán,Total del Municipio,605,2953,414,341,952,12
Teotlalco,"1,014",Teotlalco,Total del Municipio,525,27,0,245,939,11
Tepanco de López,"3,670",Tepanco de López,Total del Municipio,2545,3854,31,1250,5128,74
Tepango de Rodríguez,140,Tepango de Rodríguez,Total del Municipio,548,3991,381,207,760,26
Tepatlaxco de Hidalgo,"1,790",Tepatlaxco de Hidalgo,Total del Municipio,1663,5239,12,701,3916,43
Tepeaca,"17,052",Tepeaca,Total del Municipio,6604,746,0,3150,17855,92
Tepemaxalco,170,Tepemaxalco,Total del Municipio,55,78,0,99,244,6
Tepeojuma,"1,184",Tepeojuma,Total del Municipio,1014,946,15,536,2077,14
Tepetzintla,693,Tepetzintla,Total del Municipio,773,10237,1021,540,1921,70
Tepexco,642,Tepexco,Total del Municipio,710,73,0,539,1612,32
Tepexi de Rodríguez,"6,769",Tepexi de Rodríguez,Total del Municipio,2768,2174,8,1653,5533,64
Tepeyahualco,"3,269",Tepeyahualco,Total del Municipio,2225,133,0,1153,4593,49
Tepeyahualco de Cuauhtémoc,657,Tepeyahualco de Cuauhtémoc,Total del Municipio,446,65,0,212,1004,12
Tetela de Ocampo,"5,561",Tetela de Ocampo,Total del Municipio,3803,8183,89,1586,6937,177
Teteles de Avila Castillo,"1,112",Teteles de Avila Castillo,Total del Municipio,717,2134,4,366,1703,18
Teziutlán,"23,096",Teziutlán,Total del Municipio,9549,14267,70,4181,27821,113
Tianguismanalco,"2,611",Tianguismanalco,Total del Municipio,1364,1740,8,679,3284,19
Tilapa,"2,358",Tilapa,Total del Municipio,1395,99,0,633,2450,29
Tlacotepec de Benito Juárez,"8,292",Tlacotepec de Benito Juárez,Total del Municipio,5897,20004,186,2734,11603,236
Tlacuilotepec,"3,265",Tlacuilotepec,Total del Municipio,2668,5206,28,1197,4074,105
Tlachichuca,"3,495",Tlachichuca,Total del Municipio,3628,198,0,2055,6839,72
Tlahuapan,"5,136",Tlahuapan,Total del Municipio,3528,375,0,1979,9476,45
Tlaltenango,667,Tlaltenango,Total del Municipio,1126,140,0,385,1674,12
Tlanepantla,299,Tlanepantla,Total del Municipio,451,293,0,202,1049,11
Tlaola,"1,291",Tlaola,Total del Municipio,1781,15695,330,870,3710,54
Tlapacoya,742,Tlapacoya,Total del Municipio,766,4202,27,335,1422,10
