REL_H_M,PROM_HNV,P3HLI_HE,P5_HLI_HE,GRAPROES,GRAPROES_F,GRAPROES_M,PROM_OCUP,PRO_OCUP_C,ic_ali,NOM_ENT
95.02,2.06,202,202,9.17,9.03,9.31,4.32,1.18,23.5,MÃ©xico
95.99,2.08,677,677,9.67,9.49,9.86,4.16,1.04,17.5,MÃ©xico
101.7,2.7,2,2,7.8,7.51,8.1,3.7,1.05,7.7,MÃ©xico
91.37,2.64,4,4,7.4,7.31,7.49,3.79,1.07,17.2,MÃ©xico
95.34,2.01,796,792,9.99,9.79,10.21,4.17,1.0,50.1,MÃ©xico
93.26,2.72,24,24,7.48,7.38,7.58,4.13,1.25,39.3,MÃ©xico
95.46,1.93,3279,3270,9.77,9.7,9.84,3.59,1.06,9.8,MÃ©xico
99.99,2.64,819,803,9.37,9.6,9.13,3.42,1.01,32.8,Nayarit
98.52,2.68,59,58,9.11,9.27,8.95,3.16,0.79,14.8,Nayarit
103.53,3.0,31,31,8.16,8.48,7.85,3.14,0.84,14.2,Nayarit
101.02,1.95,1729,1717,9.85,9.93,9.77,3.39,1.08,11.5,Nayarit
99.24,2.52,943,913,8.61,8.82,8.39,3.3,0.95,24.5,Nayarit
97.39,2.96,27250,26541,5.72,5.41,6.05,5.16,1.85,16.7,Nayarit
103.9,3.14,1840,1785,7.89,7.98,7.81,4.3,1.5,18.6,Nayarit
93.33,2.4,211,207,9.4,9.56,9.23,3.43,0.81,16.6,Nayarit
97.8,2.9,140,136,8.88,9.05,8.71,3.85,1.09,32.5,Nayarit
99.96,3.01,5133,4936,6.64,6.63,6.66,4.06,1.2,25.9,Nayarit
103.63,2.82,1633,1596,8.31,8.63,8.01,3.28,1.0,27.1,Nayarit
101.19,2.63,2241,2179,8.5,8.62,8.38,3.48,1.04,23.3,Nayarit
105.12,2.69,744,732,8.16,8.38,7.94,3.19,0.95,13.6,Nayarit
104.28,2.85,17,17,8.37,8.65,8.11,3.08,0.77,16.8,Nayarit
101.51,2.62,1644,1609,8.21,8.37,8.05,3.41,0.92,27.5,Nayarit
102.04,2.59,1065,1024,8.4,8.6,8.2,3.24,0.93,33.2,Nayarit
103.0,2.86,86,86,8.79,8.98,8.61,3.17,0.91,17.2,Nayarit
94.64,2.03,10381,10129,11.17,11.28,11.05,3.34,0.84,28.2,Nayarit
99.2,2.45,208,200,9.24,9.52,8.95,3.17,0.93,25.9,Nayarit
94.67,2.05,863,841,10.82,11.11,10.5,3.45,0.87,15.1,Nayarit
94.13,2.17,12,12,9.45,9.52,9.38,3.71,0.95,20.7,Nuevo LeÃ³n
99.88,2.48,3,3,8.12,8.31,7.94,2.65,0.68,15.7,Nuevo LeÃ³n
102.11,2.13,162,162,9.19,9.22,9.16,3.28,0.83,11.5,Nuevo LeÃ³n
96.45,2.38,12,12,8.57,8.71,8.43,3.3,0.89,8.9,Nuevo LeÃ³n
102.02,1.68,4041,4020,11.35,11.18,11.51,3.59,0.89,18.8,Nuevo LeÃ³n
104.67,2.91,5,5,7.52,7.57,7.47,3.5,1.01,11.7,Nuevo LeÃ³n
99.29,2.45,6,6,8.84,9.12,8.56,3.1,0.85,30.3,Nuevo LeÃ³n
104.03,1.99,1584,1575,9.35,9.32,9.37,3.22,0.9,4.3,Nuevo LeÃ³n
102.04,2.31,16,16,8.09,8.22,7.97,2.99,0.77,16.2,Nuevo LeÃ³n
99.84,2.45,6,6,7.91,7.96,7.86,3.04,0.74,17.6,Nuevo LeÃ³n
104.96,1.87,2098,2092,9.33,9.25,9.41,3.36,1.0,12.2,Nuevo LeÃ³n
100.18,3.02,24,24,7.45,7.62,7.29,3.91,0.99,17.6,Nuevo LeÃ³n
93.46,2.34,8,8,7.32,7.5,7.13,2.75,0.67,6.4,Nuevo LeÃ³n
105.56,2.38,17,17,7.93,7.95,7.92,3.16,0.89,41.3,Nuevo LeÃ³n
102.5,1.81,4090,4079,9.4,9.33,9.48,3.47,1.13,10.8,Nuevo LeÃ³n
99.93,2.72,23,22,7.88,7.93,7.83,3.65,1.01,20.9,Nuevo LeÃ³n
102.14,1.73,13012,12978,10.31,10.21,10.4,3.46,1.02,22.2,Nuevo LeÃ³n
103.17,2.46,29,29,8.23,8.24,8.21,3.13,0.78,23.7,Nuevo LeÃ³n
101.3,1.84,6226,6212,10.45,10.34,10.56,3.65,0.93,3.0,Nuevo LeÃ³n
101.73,2.42,50,49,8.08,8.1,8.06,3.03,0.82,10.3,Nuevo LeÃ³n
96.95,2.52,0,0,8.17,8.46,7.88,2.74,0.67,15.6,Nuevo LeÃ³n
105.43,3.02,2,2,7.96,7.92,8.0,3.79,1.12,14.4,Nuevo LeÃ³n
103.06,1.7,3299,3289,9.71,9.59,9.83,3.45,1.09,7.3,Nuevo LeÃ³n
98.41,1.97,3470,3448,11.08,10.88,11.28,3.52,0.78,31.1,Nuevo LeÃ³n
100.97,2.17,25,25,9.6,9.67,9.53,3.51,0.84,15.8,Nuevo LeÃ³n
109.37,2.29,16,15,8.56,8.6,8.52,3.28,0.95,10.3,Nuevo LeÃ³n
98.14,2.36,4,4,9.07,9.16,8.97,3.25,0.82,15.9,Nuevo LeÃ³n
108.47,2.73,2,2,7.62,7.61,7.63,3.28,0.98,21.8,Nuevo LeÃ³n
101.67,1.78,8687,8660,9.88,9.81,9.95,3.51,1.02,6.4,Nuevo LeÃ³n
98.63,2.46,1,1,8.31,8.54,8.09,3.22,0.82,27.1,Nuevo LeÃ³n
97.87,2.21,73,73,9.44,9.42,9.46,3.44,0.89,20.0,Nuevo LeÃ³n
98.73,2.64,0,0,7.07,7.16,6.98,2.6,0.6,8.8,Nuevo LeÃ³n
101.96,2.45,2,2,7.51,7.43,7.6,2.68,0.68,18.9,Nuevo LeÃ³n
106.24,2.62,15,15,7.37,7.49,7.25,2.86,0.73,19.8,Nuevo LeÃ³n
106.41,2.16,162,162,8.88,8.72,9.03,3.55,0.93,6.5,Nuevo LeÃ³n
106.26,2.21,2,2,8.53,8.74,8.33,3.19,0.79,42.5,Nuevo LeÃ³n
98.39,3.2,5,5,6.59,6.82,6.36,4.07,1.16,10.8,Nuevo LeÃ³n
102.14,2.39,19,19,8.35,8.4,8.3,3.52,0.95,12.1,Nuevo LeÃ³n
99.14,2.02,174,173,9.71,9.79,9.63,3.19,0.89,12.0,Nuevo LeÃ³n
97.69,1.89,10774,10701,11.47,11.27,11.68,3.46,0.74,10.1,Nuevo LeÃ³n
101.78,2.32,2,2,8.56,8.79,8.33,2.71,0.71,22.0,Nuevo LeÃ³n
106.12,1.79,6494,6477,9.44,9.35,9.53,3.38,1.09,18.2,Nuevo LeÃ³n
107.24,2.8,1,1,6.66,6.76,6.56,3.08,0.99,20.7,Nuevo LeÃ³n
96.38,2.13,51,51,9.69,9.69,9.69,3.21,0.81,10.9,Nuevo LeÃ³n
103.53,1.87,2523,2513,9.43,9.37,9.49,3.41,1.08,18.1,Nuevo LeÃ³n
97.0,1.91,1677,1674,11.92,11.63,12.22,3.38,0.7,8.1,Nuevo LeÃ³n
89.94,1.74,2482,2475,13.16,12.67,13.72,3.49,0.62,13.5,Nuevo LeÃ³n
99.29,1.88,4130,4115,10.66,10.47,10.85,3.69,0.87,8.9,Nuevo LeÃ³n
100.58,1.98,767,761,10.31,10.23,10.39,3.22,0.79,7.6,Nuevo LeÃ³n
112.02,2.69,12,12,7.15,7.21,7.09,2.75,0.79,19.0,Nuevo LeÃ³n
100.06,2.37,1,1,8.96,8.93,9.0,2.82,0.76,19.5,Nuevo LeÃ³n
74.84,2.42,717,698,6.95,6.17,8.05,3.81,1.1,36.5,Oaxaca
94.79,2.5,4514,4459,7.33,7.36,7.3,3.47,1.05,27.9,Oaxaca
93.25,2.95,1756,1698,6.73,6.17,7.35,3.16,1.08,7.8,Oaxaca
89.55,2.76,2,2,7.79,7.72,7.88,3.25,0.97,14.5,Oaxaca
97.91,2.29,6394,6380,8.48,8.16,8.81,3.07,0.93,28.7,Oaxaca
87.97,2.34,2179,2165,9.17,8.99,9.38,3.83,1.13,16.8,Oaxaca
83.67,3.04,1574,1560,4.76,4.42,5.21,3.11,1.17,25.6,Oaxaca
93.67,3.29,62,62,6.67,6.44,6.92,2.74,0.96,11.3,Oaxaca
93.87,2.71,327,325,6.28,6.35,6.21,3.53,1.07,60.4,Oaxaca
91.86,3.0,3404,3343,6.72,6.64,6.81,3.52,1.07,19.5,Oaxaca
96.91,3.63,469,452,5.49,5.25,5.75,4.05,1.1,53.6,Oaxaca
95.35,2.95,5751,5539,6.06,5.7,6.45,4.53,1.62,34.9,Oaxaca
80.69,2.0,181,181,10.31,10.13,10.54,3.68,0.92,9.1,Oaxaca
96.23,2.45,483,483,7.45,7.28,7.64,3.46,1.26,18.7,Oaxaca
88.31,2.7,3213,3198,7.83,7.48,8.25,3.48,1.02,22.0,Oaxaca
83.88,2.73,1047,1039,4.88,4.81,4.97,2.93,1.02,49.8,Oaxaca
89.96,2.04,5061,5052,9.67,9.34,10.05,3.26,1.01,22.7,Oaxaca
92.72,2.37,34,34,7.86,7.49,8.26,3.4,0.9,23.9,Oaxaca
89.32,2.98,2701,2586,4.5,4.17,4.87,4.42,1.49,26.9,Oaxaca
87.4,3.12,4842,4733,3.89,3.74,4.08,5.7,2.04,46.2,Oaxaca
99.47,3.44,8,8,6.31,6.3,6.33,3.17,0.99,24.1,Oaxaca
99.85,2.98,1041,1039,5.65,5.56,5.74,3.2,1.06,36.3,Oaxaca
81.4,2.79,2066,2007,6.36,6.04,6.79,4.5,1.41,19.4,Oaxaca
89.58,2.35,481,480,8.06,7.9,8.24,3.51,1.08,30.7,Oaxaca
92.11,3.55,150,150,7.66,7.15,8.21,2.57,0.78,34.4,Oaxaca
91.75,2.01,2051,2031,9.3,9.06,9.55,3.85,1.1,29.5,Oaxaca
102.78,3.38,680,679,4.7,4.62,4.77,3.51,1.12,40.6,Oaxaca
93.26,2.2,584,583,9.4,8.97,9.87,3.11,0.82,23.6,Oaxaca
94.39,1.98,2758,2758,10.88,10.32,11.49,3.38,0.87,17.0,Oaxaca
89.86,3.2,2783,2709,5.23,5.08,5.4,3.57,1.24,15.4,Oaxaca
99.81,3.48,2,1,5.68,5.44,5.94,3.38,1.04,13.9,Oaxaca
91.19,1.86,169,168,9.96,9.75,10.21,3.78,1.0,28.4,Oaxaca
91.1,3.5,17,17,6.49,6.4,6.58,3.33,0.92,31.0,Oaxaca
97.89,1.95,163,163,11.46,11.1,11.88,3.45,0.81,22.8,Oaxaca
89.68,2.75,2151,2149,6.08,5.77,6.42,3.45,1.21,5.6,Oaxaca
91.8,2.61,450,448,6.8,6.72,6.89,3.81,1.21,50.1,Oaxaca
90.31,2.18,4294,4239,9.54,9.45,9.65,3.84,1.02,31.3,Oaxaca
86.44,2.22,9164,9022,9.56,9.41,9.73,3.78,1.1,9.4,Oaxaca
88.91,2.96,4821,4717,6.19,6.1,6.3,3.45,1.09,20.9,Oaxaca
87.35,2.94,4013,3879,4.58,4.24,4.98,3.87,1.55,68.6,Oaxaca
85.63,2.64,18726,18310,6.48,6.16,6.89,3.6,1.26,36.5,Oaxaca
82.26,3.33,616,614,4.58,4.37,4.85,3.05,0.94,6.2,Oaxaca
92.8,2.36,3917,3799,8.47,8.32,8.63,3.6,1.09,33.0,Oaxaca
92.64,2.11,60113,59479,8.92,8.38,9.52,3.95,1.33,33.2,Oaxaca
89.24,3.13,21,21,5.73,5.62,5.85,3.4,1.26,11.5,Oaxaca
98.57,2.63,11,11,6.2,5.83,6.61,3.91,1.5,13.2,Oaxaca
96.49,2.95,65,65,7.23,7.15,7.33,3.78,1.01,15.0,Oaxaca
97.42,3.26,18,18,7.51,7.19,7.88,3.36,1.06,10.5,Oaxaca
90.91,2.39,1354,1353,7.51,7.48,7.53,3.19,0.96,9.1,Oaxaca
90.16,1.92,208,208,10.36,10.16,10.58,3.61,1.0,8.0,Oaxaca
83.48,3.03,197,197,6.74,6.59,6.92,3.15,0.96,10.3,Oaxaca
93.39,2.88,61,61,6.48,6.13,6.86,5.06,1.57,26.6,Oaxaca
97.66,2.54,106,105,7.65,7.47,7.86,3.76,1.08,3.8,Oaxaca
89.39,3.23,2938,2853,5.64,5.12,6.23,3.73,1.19,25.4,Oaxaca
87.34,2.61,3580,3504,4.18,3.96,4.46,4.71,1.52,20.3,Oaxaca
96.14,2.76,197,197,8.48,8.24,8.73,3.18,1.09,46.6,Oaxaca
92.15,2.42,200,200,8.23,7.56,8.99,3.08,0.88,28.0,Oaxaca
93.56,2.5,14,14,7.99,8.11,7.86,3.49,1.1,43.9,Oaxaca
87.91,2.76,4,4,7.95,7.89,8.03,3.11,0.99,20.6,Oaxaca
91.55,3.19,13,13,6.85,6.78,6.93,3.47,1.06,18.6,Oaxaca
90.85,2.45,4149,4132,8.29,8.09,8.53,3.36,1.02,13.2,Oaxaca
96.05,3.42,8462,8325,5.21,4.95,5.49,3.53,1.44,8.9,Oaxaca
86.43,2.93,1474,1435,5.69,5.71,5.67,3.86,1.27,15.2,Oaxaca
95.46,2.31,4733,4676,7.96,7.86,8.08,3.72,1.15,19.1,Oaxaca
84.91,2.79,1994,1944,6.26,6.11,6.43,3.84,1.07,29.5,Oaxaca
85.21,2.76,78,75,5.62,5.5,5.78,3.61,1.14,36.7,Oaxaca
96.47,3.5,23,23,6.97,6.69,7.27,3.52,1.67,17.8,Oaxaca
80.43,2.26,104,104,8.71,8.44,9.04,3.21,0.91,20.0,Oaxaca
91.91,1.93,42,42,10.72,10.52,10.95,3.8,0.97,20.4,Oaxaca
96.3,2.59,1578,1569,7.46,7.39,7.54,3.56,1.21,42.6,Oaxaca
92.03,3.14,609,608,7.34,7.33,7.34,3.94,1.01,24.2,Oaxaca
86.73,1.78,21066,20966,11.32,11.12,11.57,3.62,0.92,27.5,Oaxaca
91.32,2.19,717,713,8.83,8.73,8.95,3.93,1.2,36.8,Oaxaca
97.17,2.79,3897,3808,7.2,7.08,7.32,3.85,1.38,13.5,Oaxaca
94.33,2.86,112,112,6.45,6.28,6.62,3.78,1.52,33.7,Oaxaca
87.68,2.53,8564,8408,8.2,7.97,8.48,3.68,1.21,41.9,Oaxaca
93.03,2.77,63,63,7.5,7.36,7.66,2.72,0.89,22.4,Oaxaca
92.94,2.06,147,146,9.34,9.21,9.49,4.03,1.15,12.5,Oaxaca
94.76,2.02,21,21,9.2,8.99,9.43,3.44,0.88,23.4,Oaxaca
91.93,1.96,3652,3645,9.99,9.6,10.44,3.3,1.02,18.5,Oaxaca
96.67,2.89,6,6,5.7,5.4,6.03,2.99,1.02,30.2,Oaxaca
94.29,3.31,856,853,5.24,5.17,5.33,3.17,0.89,42.9,Oaxaca
94.53,2.91,1816,1775,7.01,6.95,7.08,3.54,1.15,15.0,Oaxaca
90.84,1.94,82,82,10.68,10.52,10.86,3.47,0.87,10.6,Oaxaca
95.24,2.77,17546,17003,5.93,5.53,6.36,4.78,1.8,42.0,Oaxaca
79.17,2.52,615,609,8.47,8.08,8.99,2.88,1.01,24.9,Oaxaca
88.37,1.98,609,605,8.24,8.07,8.43,3.87,1.21,10.0,Oaxaca
93.59,1.78,988,982,10.26,10.08,10.47,3.8,1.13,25.6,Oaxaca
93.88,3.15,83,82,6.63,6.4,6.88,3.56,1.26,20.7,Oaxaca
94.77,2.55,25,25,6.94,6.65,7.24,3.75,1.27,34.6,Oaxaca
92.41,2.58,1395,1386,7.93,7.9,7.98,3.48,1.2,5.4,Oaxaca
91.49,1.73,525,523,12.02,11.72,12.37,3.39,0.8,13.5,Oaxaca
90.76,2.56,279,275,8.11,7.68,8.6,3.6,1.0,14.9,Oaxaca
91.14,2.96,5,5,7.01,7.09,6.92,2.86,0.81,23.9,Oaxaca
91.12,3.56,489,489,7.35,7.32,7.37,3.14,1.01,27.5,Oaxaca
101.24,2.53,2650,2609,5.8,5.47,6.13,4.38,1.37,16.4,Oaxaca
88.06,2.42,22,22,9.35,9.2,9.53,3.33,0.91,2.2,Oaxaca
93.76,2.62,1441,1413,6.38,6.1,6.68,3.29,0.93,45.7,Oaxaca
89.06,2.77,1690,1686,6.23,5.91,6.59,3.73,1.26,33.7,Oaxaca
92.42,3.36,1,1,4.86,4.88,4.84,3.34,1.14,10.0,Oaxaca
88.04,3.59,261,258,5.18,4.84,5.6,2.55,0.79,30.9,Oaxaca
82.0,3.0,91,91,5.53,5.21,5.92,3.6,1.08,20.3,Oaxaca
92.2,2.19,287,285,9.47,9.41,9.55,3.74,1.07,28.9,Oaxaca
90.57,1.99,721,719,7.31,6.98,7.69,3.85,1.27,13.8,Oaxaca
85.19,2.87,6234,6012,6.77,6.52,7.07,3.99,1.09,42.1,Oaxaca
99.04,2.92,968,960,7.17,6.96,7.41,3.77,1.18,11.8,Oaxaca
102.44,2.85,27,27,6.6,6.3,6.92,3.0,1.0,21.2,Oaxaca
85.59,3.03,1059,1058,7.51,6.91,8.27,3.51,1.09,27.2,Oaxaca
96.49,2.58,86,86,9.0,8.8,9.21,3.63,1.1,21.4,Oaxaca
79.74,2.92,1262,1223,6.44,5.98,7.1,3.69,1.2,32.5,Oaxaca
90.57,2.93,3183,3080,6.74,6.72,6.75,4.33,1.52,35.9,Oaxaca
89.22,1.87,2118,2111,9.8,9.54,10.1,4.23,1.15,22.0,Oaxaca
90.67,2.56,1899,1884,7.07,7.06,7.09,2.95,1.13,21.3,Oaxaca
92.76,2.61,472,472,6.46,6.5,6.41,3.64,1.07,7.4,Oaxaca
93.12,2.95,476,470,6.4,6.09,6.75,2.77,0.76,17.1,Oaxaca
92.68,1.76,525,523,10.69,10.59,10.81,3.55,0.94,55.5,Oaxaca
94.14,3.26,222,221,7.08,6.71,7.48,2.89,0.83,29.1,Oaxaca
96.69,3.18,160,160,7.65,7.5,7.8,3.22,1.03,5.9,Oaxaca
89.5,2.78,2966,2872,4.79,4.61,5.0,3.66,1.69,32.2,Oaxaca
93.61,2.83,1167,1150,6.18,5.67,6.75,3.56,1.39,24.9,Oaxaca
71.25,3.04,1981,1939,5.17,5.17,5.16,3.57,0.94,40.6,Oaxaca
79.27,2.33,426,426,7.64,7.18,8.22,3.37,1.19,15.4,Oaxaca
116.91,2.12,339,337,7.21,6.64,7.85,2.63,0.67,22.7,Oaxaca
91.93,3.15,68,68,6.92,6.89,6.94,3.73,1.08,45.1,Oaxaca
98.45,2.18,14007,13769,6.21,5.58,6.87,3.87,1.68,29.7,Oaxaca
101.21,3.06,4955,4861,6.55,6.28,6.82,3.94,1.26,36.9,Oaxaca
91.48,2.82,3803,3689,5.99,5.42,6.64,3.9,1.35,18.3,Oaxaca
85.21,2.97,882,864,6.64,6.45,6.88,3.17,1.05,6.4,Oaxaca
90.08,2.3,995,975,6.49,6.34,6.65,2.69,0.76,10.9,Oaxaca
96.69,2.72,21,21,8.22,8.31,8.1,3.15,0.96,37.9,Oaxaca
90.25,2.35,8730,8529,5.98,5.72,6.28,4.08,1.29,13.2,Oaxaca
93.28,2.16,59,59,8.58,8.49,8.67,3.63,1.19,10.8,Oaxaca
99.77,2.87,2111,2109,6.46,6.36,6.57,3.2,1.31,26.3,Oaxaca
91.34,3.29,2822,2788,6.9,6.36,7.51,3.26,1.0,66.9,Oaxaca
88.8,2.59,19135,18692,5.79,5.47,6.17,4.12,1.65,19.9,Oaxaca
91.82,2.45,114,114,7.84,7.83,7.85,4.03,1.17,40.0,Oaxaca
92.2,3.03,9007,8763,6.57,6.22,6.98,4.15,1.19,42.5,Oaxaca
96.81,3.15,31,31,7.01,6.87,7.15,3.8,1.48,17.0,Oaxaca
88.7,3.07,279,279,6.8,5.98,7.67,2.73,0.78,50.7,Oaxaca
93.56,2.95,173,173,5.52,5.47,5.57,3.78,1.56,25.9,Oaxaca
95.66,2.78,4,4,7.99,7.77,8.22,3.34,1.22,58.1,Oaxaca
81.47,3.64,549,539,4.79,4.33,5.39,2.96,1.01,18.6,Oaxaca
101.51,2.65,710,710,7.78,7.6,7.95,3.12,1.1,45.5,Oaxaca
91.62,3.08,108,108,6.67,6.32,7.06,2.92,0.96,32.5,Oaxaca
92.22,1.87,771,766,10.41,10.26,10.57,3.48,0.92,14.0,Oaxaca
89.52,2.65,2300,2210,6.32,5.94,6.79,4.17,1.41,16.8,Oaxaca
105.46,3.55,0,0,6.77,6.72,6.82,3.11,0.93,13.8,Oaxaca
91.07,3.02,1498,1448,6.06,5.85,6.33,4.35,1.25,21.3,Oaxaca
88.34,2.73,24,24,6.4,6.48,6.3,3.89,1.4,21.5,Oaxaca
92.93,2.22,205,203,9.46,9.46,9.45,4.08,1.16,16.9,Oaxaca
106.62,3.84,0,0,5.82,5.44,6.18,3.09,0.98,74.8,Oaxaca
86.14,3.03,1297,1249,5.25,5.22,5.29,4.59,1.18,58.7,Oaxaca
100.88,2.71,1226,1223,7.2,6.95,7.45,3.54,1.39,14.2,Oaxaca
95.23,2.6,93,90,7.7,7.58,7.84,3.85,1.42,25.4,Oaxaca
86.32,2.91,693,689,5.73,5.49,6.01,3.47,1.14,28.4,Oaxaca
93.78,2.91,13,13,6.57,6.63,6.5,4.08,1.38,18.7,Oaxaca
93.73,2.42,2083,2037,6.99,6.83,7.16,3.33,0.92,15.1,Oaxaca
90.39,1.67,1114,1113,11.77,11.59,11.98,3.51,0.89,25.4,Oaxaca
92.83,3.28,60,60,6.12,6.27,5.95,3.71,1.13,24.9,Oaxaca
95.24,2.92,120,118,6.79,6.73,6.85,4.38,1.52,17.9,Oaxaca
95.75,3.15,3,3,6.38,6.53,6.23,3.17,1.08,13.9,Oaxaca
91.58,3.19,25,25,7.43,7.24,7.65,3.36,1.02,27.7,Oaxaca
93.2,2.81,253,253,7.05,7.05,7.06,4.17,1.63,33.0,Oaxaca
86.63,2.63,909,893,6.44,6.27,6.66,3.42,1.16,53.0,Oaxaca
88.86,2.16,2161,2158,8.53,8.27,8.83,3.68,1.06,29.7,Oaxaca
87.08,3.66,1605,1571,5.28,5.12,5.49,3.71,1.16,49.5,Oaxaca
88.54,3.11,7,7,6.63,6.45,6.83,3.56,1.27,9.0,Oaxaca
93.37,2.38,3365,3345,7.88,7.89,7.86,3.64,1.01,47.3,Oaxaca
95.01,3.31,30,29,6.58,6.43,6.75,3.42,1.21,46.8,Oaxaca
93.4,3.21,2950,2880,5.63,5.36,5.95,3.52,1.45,41.2,Oaxaca
89.94,2.71,2788,2721,5.64,5.24,6.12,4.14,1.29,49.9,Oaxaca
89.83,3.06,11444,11106,5.07,4.74,5.47,3.7,1.64,14.1,Oaxaca
90.68,2.37,39,37,6.37,6.18,6.6,3.82,1.17,9.7,Oaxaca
91.61,2.52,431,430,6.92,6.83,7.01,3.84,1.28,12.2,Oaxaca
99.02,2.85,27,27,7.94,7.57,8.31,2.81,0.77,11.0,Oaxaca
93.75,2.76,916,914,7.39,7.26,7.54,3.03,0.95,18.7,Oaxaca
91.4,3.33,422,422,6.18,6.05,6.32,3.61,1.09,23.8,Oaxaca
93.13,3.17,158,158,7.42,7.32,7.54,3.16,0.92,18.5,Oaxaca
98.41,2.62,1465,1456,7.71,7.76,7.66,3.24,1.17,9.5,Oaxaca
89.84,1.98,403,401,10.37,10.28,10.48,3.74,1.05,39.8,Oaxaca
94.49,3.18,16,16,6.59,7.02,6.15,3.54,1.12,9.3,Oaxaca
100.86,3.46,46,46,7.6,7.44,7.77,3.12,1.15,43.7,Oaxaca
96.1,3.47,4,4,6.18,6.47,5.87,2.81,0.95,35.1,Oaxaca
87.66,3.37,121,121,6.14,5.91,6.41,3.94,1.09,34.9,Oaxaca
85.62,3.26,1358,1324,5.8,5.73,5.88,3.95,1.08,39.4,Oaxaca
90.99,2.06,21225,21096,9.09,9.0,9.19,3.36,1.0,9.9,Oaxaca
90.94,2.54,10835,10587,7.56,7.47,7.66,3.8,1.01,36.4,Oaxaca
92.57,2.82,272,271,8.55,8.58,8.52,3.74,1.29,62.1,Oaxaca
81.6,2.59,27,27,7.85,7.94,7.75,3.22,1.04,41.2,Oaxaca
84.48,1.95,14,14,9.85,9.73,9.99,3.37,0.89,33.4,Oaxaca
107.11,3.82,0,0,6.38,6.07,6.69,3.05,0.87,10.1,Oaxaca
93.58,3.16,1322,1303,5.58,5.29,5.9,3.37,1.02,6.4,Oaxaca
94.47,3.03,4968,4825,6.66,6.45,6.89,3.72,1.5,13.6,Oaxaca
95.61,2.61,2267,2224,5.84,5.54,6.18,4.47,1.3,7.7,Oaxaca
93.47,2.66,8875,8756,6.76,6.68,6.85,3.62,1.1,29.7,Oaxaca
88.91,4.16,716,714,4.14,3.63,4.71,2.7,0.84,3.0,Oaxaca
89.3,2.94,169,169,7.55,7.24,7.91,3.01,0.78,13.3,Oaxaca
96.77,2.51,1801,1796,6.81,6.57,7.07,3.33,1.08,26.7,Oaxaca
88.13,2.63,15679,15431,5.78,5.29,6.35,3.27,1.27,26.2,Oaxaca
84.33,4.46,28,28,4.54,4.24,4.89,3.43,1.08,11.4,Oaxaca
90.97,2.82,2384,2333,5.53,5.2,5.9,3.42,1.0,8.7,Oaxaca
88.76,2.77,1426,1382,6.56,6.03,7.17,3.35,1.07,18.1,Oaxaca
92.15,2.67,1728,1692,6.51,6.35,6.71,4.19,1.31,26.2,Oaxaca
96.77,2.85,20,20,5.95,5.86,6.05,4.26,1.4,32.4,Oaxaca
85.38,3.19,7,7,6.98,6.77,7.24,2.89,1.09,68.2,Oaxaca
94.27,2.98,10706,10429,5.6,5.32,5.9,3.77,1.09,24.1,Oaxaca
96.92,3.08,8708,8533,6.15,6.04,6.26,3.78,1.18,44.2,Oaxaca
91.11,3.39,4503,4393,5.7,5.09,6.39,2.95,0.98,32.9,Oaxaca
67.68,2.68,457,445,5.03,4.41,6.01,3.04,1.11,5.0,Oaxaca
100.29,3.2,2023,1947,5.72,5.52,5.93,4.47,1.58,47.8,Oaxaca
90.88,3.19,2057,2033,5.05,4.83,5.31,3.73,1.35,43.2,Oaxaca
83.46,3.31,2791,2686,5.45,5.11,5.9,4.72,1.2,67.7,Oaxaca
98.15,3.21,1576,1538,6.08,5.35,6.87,3.72,1.11,15.6,Oaxaca
85.05,2.16,15,15,9.11,9.14,9.08,3.51,1.06,20.4,Oaxaca
92.11,2.45,991,966,7.44,6.94,8.01,3.74,1.07,23.6,Oaxaca
94.56,3.59,1381,1369,6.72,6.3,7.17,3.37,1.16,5.1,Oaxaca
91.55,3.63,282,282,6.29,5.95,6.64,3.28,1.07,39.1,Oaxaca
91.67,3.27,272,272,5.88,5.39,6.43,3.53,0.97,39.7,Oaxaca
106.44,3.06,1668,1641,6.57,6.4,6.74,3.22,1.08,21.4,Oaxaca
93.77,2.73,22,21,7.83,7.61,8.07,3.47,1.05,24.4,Oaxaca
92.96,2.46,1149,1124,6.56,6.13,7.02,3.11,1.04,23.3,Oaxaca
81.07,2.79,393,379,6.48,6.46,6.5,3.31,0.86,5.3,Oaxaca
90.24,2.32,8,8,8.73,8.76,8.69,3.35,0.94,28.3,Oaxaca
95.72,2.85,643,642,7.53,7.44,7.64,3.35,1.16,8.8,Oaxaca
91.6,2.41,19,19,8.09,8.07,8.12,3.84,1.11,63.2,Oaxaca
90.29,2.36,1099,1081,6.05,5.96,6.15,3.1,0.94,11.0,Oaxaca
82.98,3.24,4695,4551,6.31,5.94,6.77,3.44,1.02,18.3,Oaxaca
90.36,2.84,3280,3209,6.3,6.18,6.43,3.59,1.31,24.4,Oaxaca
102.66,2.82,493,481,6.28,6.32,6.23,3.52,1.06,21.2,Oaxaca
93.45,1.88,654,651,10.42,10.3,10.56,3.67,0.96,39.2,Oaxaca
107.21,3.2,577,560,5.5,5.0,6.02,4.05,1.42,0.1,Oaxaca
81.83,2.49,4492,4386,5.44,5.33,5.58,5.5,1.77,55.4,Oaxaca
